Unique Key,Created Date,Complaint Type,Descriptor,Incident Address,Street Name,Latitude,Longitude,Location,Complaint Category,Category
60998161,2024-04-28 07:54:42,Noise - Street/Sidewalk,Loud Music/Party,40 WEST  115 STREET,WEST  115 STREET,40.800670491467685,-73.94865675115344,"(40.800670491467685, -73.94865675115344)",Noise,High
61005915,2024-04-28 06:30:11,Noise - Street/Sidewalk,Loud Talking,2400 7 AVENUE,7 AVENUE,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)",Noise,Very High
61001605,2024-04-28 05:50:56,Noise - Street/Sidewalk,Loud Talking,2400 7 AVENUE,7 AVENUE,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)",Noise,Very High
61004886,2024-04-28 05:32:21,Noise - Vehicle,Car/Truck Music,197 MADISON STREET,MADISON STREET,40.712624620513665,-73.99036173504172,"(40.712624620513665, -73.99036173504172)",Noise,High
61001297,2024-04-28 04:53:32,Noise - Commercial,Loud Music/Party,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,40.8388111804014,-73.93767696356736,"(40.8388111804014, -73.93767696356736)",Noise,Very High
61000032,2024-04-28 04:04:07,Noise - Vehicle,Car/Truck Horn,7 WORLD TRADE CENTER,WORLD TRADE CENTER,40.71322004182904,-74.01170886510467,"(40.71322004182904, -74.01170886510467)",Noise,High
61003362,2024-04-28 04:04:01,Noise - Vehicle,Car/Truck Horn,10 5 AVENUE,5 AVENUE,40.732414669162935,-73.99624385716795,"(40.732414669162935, -73.99624385716795)",Noise,High
61001183,2024-04-28 04:03:19,Noise - Vehicle,Car/Truck Horn,524 WEST   59 STREET,WEST   59 STREET,40.77078572075023,-73.9885120720818,"(40.77078572075023, -73.9885120720818)",Noise,High
60999348,2024-04-28 03:54:40,Noise - Vehicle,Car/Truck Music,4580 BROADWAY,BROADWAY,40.86010355018393,-73.93100516216545,"(40.86010355018393, -73.93100516216545)",Noise,High
60997845,2024-04-28 03:13:32,Noise - Commercial,Loud Talking,206 WEST  118 STREET,WEST  118 STREET,40.80466272872301,-73.95191541910337,"(40.80466272872301, -73.95191541910337)",Noise,High
60997959,2024-04-28 02:34:09,Noise - Commercial,Loud Music/Party,44 BOWERY,BOWERY,40.715666164304494,-73.99643598790809,"(40.715666164304494, -73.99643598790809)",Noise,High
61001277,2024-04-28 02:27:42,Noise - Commercial,Banging/Pounding,116 AVENUE C,AVENUE C,40.724409035026966,-73.97860951410591,"(40.724409035026966, -73.97860951410591)",Noise,High
61001276,2024-04-28 02:01:49,Noise - Commercial,Banging/Pounding,3920 BROADWAY,BROADWAY,40.838536015095094,-73.94159475699887,"(40.838536015095094, -73.94159475699887)",Noise,High
60991537,2024-04-28 01:29:16,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60995309,2024-04-28 01:26:53,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60993288,2024-04-28 01:25:19,Noise - Commercial,Loud Music/Party,83 MAC DOUGAL STREET,MAC DOUGAL STREET,40.72887124234849,-74.00145402984666,"(40.72887124234849, -74.00145402984666)",Noise,High
60990598,2024-04-28 01:24:32,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60990596,2024-04-28 01:22:52,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60990406,2024-04-28 01:22:48,Noise - Commercial,Loud Music/Party,55 GRAND STREET,GRAND STREET,40.72228652364041,-74.00358240442132,"(40.72228652364041, -74.00358240442132)",Noise,High
60992804,2024-04-28 01:19:30,Noise - Commercial,Loud Music/Party,141 NAGLE AVENUE,NAGLE AVENUE,40.86103107825989,-73.92627553723854,"(40.86103107825989, -73.92627553723854)",Noise,Very High
60991366,2024-04-28 01:18:49,Noise - Commercial,Loud Music/Party,83 MAC DOUGAL STREET,MAC DOUGAL STREET,40.72887124234849,-74.00145402984666,"(40.72887124234849, -74.00145402984666)",Noise,High
60990614,2024-04-28 01:15:46,Noise - Street/Sidewalk,Loud Music/Party,362 WEST  127 STREET,WEST  127 STREET,40.81236461133171,-73.95236864734623,"(40.812364611331716, -73.95236864734623)",Noise,Very High
60993287,2024-04-28 01:10:50,Noise - Commercial,Loud Music/Party,503 COLUMBUS AVENUE,COLUMBUS AVENUE,40.78536042083817,-73.97298193186121,"(40.78536042083817, -73.97298193186121)",Noise,Very High
60993266,2024-04-28 01:04:15,Noise - Commercial,Banging/Pounding,199 PRINCE STREET,PRINCE STREET,40.72671109521736,-74.00276364952728,"(40.72671109521736, -74.00276364952728)",Noise,Very High
60992831,2024-04-28 01:02:18,Noise - Street/Sidewalk,Loud Talking,308 EAST   72 STREET,EAST   72 STREET,40.768456429488,-73.95756618887745,"(40.768456429488, -73.95756618887745)",Noise,High
60990925,2024-04-28 00:57:36,Noise - Vehicle,Car/Truck Music,165 SHERMAN AVENUE,SHERMAN AVENUE,40.86476431663921,-73.92276447154296,"(40.86476431663921, -73.92276447154296)",Noise,High
60990600,2024-04-28 00:49:15,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60996084,2024-04-28 00:43:31,Noise - Commercial,Loud Music/Party,232 EAST    9 STREET,EAST    9 STREET,40.72960350054764,-73.9882377434201,"(40.72960350054764, -73.9882377434201)",Noise,High
60992805,2024-04-28 00:36:50,Noise - Commercial,Loud Music/Party,311 WEST   57 STREET,WEST   57 STREET,40.76698913667887,-73.98350193653141,"(40.76698913667887, -73.98350193653141)",Noise,High
60990633,2024-04-28 00:35:08,Noise - Vehicle,Car/Truck Music,501 WEST  135 STREET,WEST  135 STREET,40.81912221216838,-73.95260948834775,"(40.81912221216838, -73.95260948834775)",Noise,High
60992318,2024-04-28 00:33:06,Noise - Commercial,Loud Music/Party,1233 1 AVENUE,1 AVENUE,40.76433143893091,-73.95854349966747,"(40.76433143893091, -73.95854349966747)",Noise,High
60994344,2024-04-28 00:31:51,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60991533,2024-04-28 00:27:26,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60995133,2024-04-28 00:22:35,Noise - Commercial,Loud Music/Party,503 COLUMBUS AVENUE,COLUMBUS AVENUE,40.78536042083817,-73.97298193186121,"(40.78536042083817, -73.97298193186121)",Noise,Very High
60997000,2024-04-28 00:21:31,Noise - Commercial,Loud Music/Party,344 3 AVENUE,3 AVENUE,40.7403209689188,-73.98207591212743,"(40.7403209689188, -73.98207591212743)",Noise,High
60992308,2024-04-28 00:20:21,Noise - Commercial,Loud Music/Party,199 PRINCE STREET,PRINCE STREET,40.72671109521736,-74.00276364952728,"(40.72671109521736, -74.00276364952728)",Noise,Very High
60994345,2024-04-28 00:15:58,Noise - Street/Sidewalk,Loud Music/Party,503 WEST  148 STREET,WEST  148 STREET,40.827351014869336,-73.94664881854426,"(40.827351014869336, -73.94664881854426)",Noise,High
60992504,2024-04-28 00:08:49,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60991538,2024-04-28 00:06:10,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60993295,2024-04-28 00:04:22,Noise - Commercial,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60992320,2024-04-28 00:03:19,Noise - Commercial,Loud Music/Party,667 10 AVENUE,10 AVENUE,40.76269734446964,-73.99325680600393,"(40.76269734446964, -73.99325680600393)",Noise,High
60994376,2024-04-27 23:59:52,Noise - Street/Sidewalk,Loud Talking,2400 7 AVENUE,7 AVENUE,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)",Noise,Very High
60994087,2024-04-27 23:56:55,Noise - Vehicle,Car/Truck Horn,141 NAGLE AVENUE,NAGLE AVENUE,40.86103107825989,-73.92627553723854,"(40.86103107825989, -73.92627553723854)",Noise,Very High
60996078,2024-04-27 23:53:46,Noise - Commercial,Loud Music/Party,43 WEST   27 STREET,WEST   27 STREET,40.74485622336103,-73.98961364278482,"(40.74485622336103, -73.98961364278482)",Noise,Very High
60995311,2024-04-27 23:45:04,Noise - Street/Sidewalk,Loud Music/Party,503 WEST  148 STREET,WEST  148 STREET,40.827351014869336,-73.94664881854426,"(40.827351014869336, -73.94664881854426)",Noise,High
60993282,2024-04-27 23:43:31,Noise - Commercial,Loud Music/Party,344 3 AVENUE,3 AVENUE,40.7403209689188,-73.98207591212743,"(40.7403209689188, -73.98207591212743)",Noise,High
60990421,2024-04-27 23:38:46,Noise - Commercial,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60997003,2024-04-27 23:30:33,Noise - Commercial,Loud Music/Party,199 PRINCE STREET,PRINCE STREET,40.72671109521736,-74.00276364952728,"(40.72671109521736, -74.00276364952728)",Noise,Very High
60992337,2024-04-27 23:28:33,Noise - Commercial,Loud Music/Party,48 WEST   21 STREET,WEST   21 STREET,40.74091495786753,-73.99208258522924,"(40.74091495786753, -73.99208258522924)",Noise,Very High
60994183,2024-04-27 23:27:55,Noise - Commercial,Loud Music/Party,43 WEST   27 STREET,WEST   27 STREET,40.74485622336103,-73.98961364278482,"(40.74485622336103, -73.98961364278482)",Noise,Very High
60995114,2024-04-27 23:26:10,Noise - Commercial,Banging/Pounding,199 PRINCE STREET,PRINCE STREET,40.72671109521736,-74.00276364952728,"(40.72671109521736, -74.00276364952728)",Noise,Very High
60993469,2024-04-27 23:17:32,Noise - Street/Sidewalk,Loud Music/Party,503 WEST  148 STREET,WEST  148 STREET,40.827351014869336,-73.94664881854426,"(40.827351014869336, -73.94664881854426)",Noise,High
60994194,2024-04-27 23:15:41,Noise - Commercial,Loud Music/Party,221 SECOND AVENUE,SECOND AVENUE,40.732067935525315,-73.98516313253997,"(40.732067935525315, -73.98516313253997)",Noise,High
60994746,2024-04-27 23:15:22,Dirty Condition,Trash,48 WEST   21 STREET,WEST   21 STREET,40.74091495786753,-73.99208258522924,"(40.74091495786753, -73.99208258522924)",Garbage,Very High
60994172,2024-04-27 23:14:57,Noise - Commercial,Banging/Pounding,199 PRINCE STREET,PRINCE STREET,40.72671109521736,-74.00276364952728,"(40.72671109521736, -74.00276364952728)",Noise,Very High
60994200,2024-04-27 23:13:57,Noise - Commercial,Loud Music/Party,48 WEST   21 STREET,WEST   21 STREET,40.74091495786753,-73.99208258522924,"(40.74091495786753, -73.99208258522924)",Noise,Very High
60995350,2024-04-27 22:45:22,Noise - Vehicle,Car/Truck Music,20 SEAMAN AVENUE,SEAMAN AVENUE,40.866699573508214,-73.92736836296487,"(40.866699573508214, -73.92736836296487)",Noise,Very High
60993268,2024-04-27 22:44:07,Noise - Commercial,Loud Music/Party,736 10 AVENUE,10 AVENUE,40.76483539444018,-73.99166459594731,"(40.76483539444018, -73.99166459594731)",Noise,High
60990603,2024-04-27 22:42:28,Noise - Street/Sidewalk,Loud Music/Party,503 WEST  148 STREET,WEST  148 STREET,40.827351014869336,-73.94664881854426,"(40.827351014869336, -73.94664881854426)",Noise,High
60991257,2024-04-27 22:41:04,Noise - Commercial,Loud Talking,91 EAST    7 STREET,EAST    7 STREET,40.72684195138394,-73.98540241776267,"(40.72684195138394, -73.98540241776267)",Noise,High
60990593,2024-04-27 22:36:13,Noise - Street/Sidewalk,Loud Music/Party,3495 BROADWAY,BROADWAY,40.82494880432053,-73.95154305067291,"(40.82494880432053, -73.95154305067291)",Noise,Very High
60991259,2024-04-27 22:35:45,Noise - Commercial,Loud Talking,83 MAC DOUGAL STREET,MAC DOUGAL STREET,40.72887124234849,-74.00145402984666,"(40.72887124234849, -74.00145402984666)",Noise,High
60990411,2024-04-27 22:33:29,Noise - Commercial,Loud Music/Party,43 WEST   27 STREET,WEST   27 STREET,40.74485622336103,-73.98961364278482,"(40.74485622336103, -73.98961364278482)",Noise,Very High
60992310,2024-04-27 22:31:42,Noise - Commercial,Loud Music/Party,851 MAIN STREET,MAIN STREET,40.7674953432317,-73.94375091972218,"(40.7674953432317, -73.94375091972218)",Noise,High
60991370,2024-04-27 22:21:39,Noise - Commercial,Loud Music/Party,500 WEST  135 STREET,WEST  135 STREET,40.81910849303227,-73.9526203368398,"(40.81910849303227, -73.9526203368398)",Noise,Very High
60995009,2024-04-27 22:19:43,Noise - Commercial,Loud Talking,83 MAC DOUGAL STREET,MAC DOUGAL STREET,40.72887124234849,-74.00145402984666,"(40.72887124234849, -74.00145402984666)",Noise,High
60993272,2024-04-27 22:16:12,Noise - Commercial,Loud Music/Party,667 10 AVENUE,10 AVENUE,40.76269734446964,-73.99325680600393,"(40.76269734446964, -73.99325680600393)",Noise,High
60996071,2024-04-27 22:12:26,Noise - Commercial,Loud Music/Party,83 MAC DOUGAL STREET,MAC DOUGAL STREET,40.72887124234849,-74.00145402984666,"(40.72887124234849, -74.00145402984666)",Noise,High
60994181,2024-04-27 22:06:51,Noise - Commercial,Loud Music/Party,517 AMSTERDAM AVENUE,AMSTERDAM AVENUE,40.78685414180793,-73.97561024784729,"(40.78685414180793, -73.97561024784729)",Noise,High
60996995,2024-04-27 22:03:22,Noise - Commercial,Loud Music/Party,1233 1 AVENUE,1 AVENUE,40.76433143893091,-73.95854349966747,"(40.76433143893091, -73.95854349966747)",Noise,High
60996073,2024-04-27 22:03:04,Noise - Commercial,Loud Music/Party,851 MAIN STREET,MAIN STREET,40.7674953432317,-73.94375091972218,"(40.7674953432317, -73.94375091972218)",Noise,High
60991546,2024-04-27 22:00:18,Noise - Street/Sidewalk,Loud Music/Party,30 EAST   30 STREET,EAST   30 STREET,40.74512463850905,-73.98453227710138,"(40.74512463850905, -73.98453227710138)",Noise,Very High
60992506,2024-04-27 21:50:50,Noise - Street/Sidewalk,Loud Music/Party,503 WEST  148 STREET,WEST  148 STREET,40.827351014869336,-73.94664881854426,"(40.827351014869336, -73.94664881854426)",Noise,High
60992314,2024-04-27 21:39:20,Noise - Commercial,Loud Music/Party,851 MAIN STREET,MAIN STREET,40.7674953432317,-73.94375091972218,"(40.7674953432317, -73.94375091972218)",Noise,High
60996992,2024-04-27 21:39:02,Noise - Commercial,Loud Music/Party,221 2 AVENUE,2 AVENUE,40.732067935525315,-73.98516313253997,"(40.732067935525315, -73.98516313253997)",Noise,High
60991534,2024-04-27 21:36:02,Noise - Street/Sidewalk,Loud Music/Party,590 WEST  172 STREET,WEST  172 STREET,40.84334541595811,-73.93763295913492,"(40.84334541595811, -73.93763295913492)",Noise,High
60992499,2024-04-27 21:15:44,Noise - Street/Sidewalk,Loud Music/Party,503 WEST  148 STREET,WEST  148 STREET,40.827351014869336,-73.94664881854426,"(40.827351014869336, -73.94664881854426)",Noise,High
60994380,2024-04-27 21:11:58,Noise - Street/Sidewalk,Loud Talking,30 EAST   30 STREET,EAST   30 STREET,40.74512463850905,-73.98453227710138,"(40.74512463850905, -73.98453227710138)",Noise,Very High
60994342,2024-04-27 21:03:23,Noise - Street/Sidewalk,Loud Music/Party,91 AVENUE D,AVENUE D,40.72301429406348,-73.97653553568145,"(40.72301429406348, -73.97653553568145)",Noise,High
60992207,2024-04-27 20:58:37,Noise - Commercial,Loud Talking,106 WEST   73 STREET,WEST   73 STREET,40.77831865672644,-73.97884494518698,"(40.77831865672644, -73.97884494518698)",Noise,High
60990625,2024-04-27 20:46:44,Noise - Street/Sidewalk,Loud Talking,605 WEST  141 STREET,WEST  141 STREET,40.82408197350836,-73.95274687000166,"(40.82408197350836, -73.95274687000166)",Noise,High
60995126,2024-04-27 20:41:25,Noise - Commercial,Loud Music/Party,206 THOMPSON STREET,THOMPSON STREET,40.72879439653422,-73.99935055813754,"(40.72879439653422, -73.99935055813754)",Noise,High
60995343,2024-04-27 20:25:04,Noise - Street/Sidewalk,Loud Talking,308 EAST   72 STREET,EAST   72 STREET,40.768456429488,-73.95756618887745,"(40.768456429488, -73.95756618887745)",Noise,High
60994359,2024-04-27 20:13:49,Noise - Street/Sidewalk,Loud Music/Party,3887 BROADWAY,BROADWAY,40.8374495209454,-73.94241245305996,"(40.8374495209454, -73.94241245305996)",Noise,High
60994388,2024-04-27 20:01:27,Noise - Vehicle,Car/Truck Music,611 WEST  180 STREET,WEST  180 STREET,40.84881397093934,-73.93466030980782,"(40.84881397093934, -73.93466030980782)",Noise,High
60995349,2024-04-27 19:42:55,Noise - Vehicle,Car/Truck Music,20 SEAMAN AVENUE,SEAMAN AVENUE,40.866699573508214,-73.92736836296487,"(40.866699573508214, -73.92736836296487)",Noise,Very High
60994186,2024-04-27 19:17:55,Noise - Commercial,Loud Music/Party,166 9 AVENUE,9 AVENUE,40.74472216946469,-74.00260560625573,"(40.74472216946469, -74.00260560625573)",Noise,Very High
60994375,2024-04-27 19:07:23,Noise - Street/Sidewalk,Loud Talking,2400 7 AVENUE,7 AVENUE,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)",Noise,Very High
60997198,2024-04-27 18:38:30,Noise - Street/Sidewalk,Loud Talking,48 WEST   21 STREET,WEST   21 STREET,40.74091495786753,-73.99208258522924,"(40.74091495786753, -73.99208258522924)",Noise,Very High
60997205,2024-04-27 18:36:31,Noise - Vehicle,Car/Truck Music,48 WEST   21 STREET,WEST   21 STREET,40.74091495786753,-73.99208258522924,"(40.74091495786753, -73.99208258522924)",Noise,Very High
60990308,2024-04-27 18:28:55,Noise - Vehicle,Car/Truck Horn,HENRY STREET,HENRY STREET,40.7136371134918,-73.98705740268025,"(40.7136371134918, -73.98705740268025)",Noise,High
60993470,2024-04-27 18:21:03,Noise - Street/Sidewalk,Loud Music/Party,7 AVENUE SOUTH,7 AVENUE SOUTH,40.73363336761636,-74.00278558626394,"(40.73363336761636, -74.00278558626394)",Noise,High
60993511,2024-04-27 18:18:17,Noise - Vehicle,Car/Truck Music,3675 BROADWAY,BROADWAY,40.830944084252245,-73.94716628869014,"(40.830944084252245, -73.94716628869014)",Noise,High
60997190,2024-04-27 18:17:19,Noise - Street/Sidewalk,Loud Talking,308 EAST   72 STREET,EAST   72 STREET,40.768456429488,-73.95756618887745,"(40.768456429488, -73.95756618887745)",Noise,High
60996999,2024-04-27 17:45:28,Noise - Commercial,Loud Music/Party,108 WEST   73 STREET,WEST   73 STREET,40.77833787782544,-73.9788882674191,"(40.77833787782544, -73.9788882674191)",Noise,High
60991354,2024-04-27 17:19:51,Noise - Commercial,Banging/Pounding,647 9 AVENUE,9 AVENUE,40.76057551013919,-73.99108035247622,"(40.76057551013919, -73.99108035247622)",Noise,High
60993289,2024-04-27 16:55:24,Noise - Commercial,Loud Music/Party,667 10 AVENUE,10 AVENUE,40.76269734446964,-73.99325680600393,"(40.76269734446964, -73.99325680600393)",Noise,High
60997157,2024-04-27 16:52:22,Noise - Street/Sidewalk,Loud Music/Party,498 WEST  158 STREET,WEST  158 STREET,40.83342254134397,-73.94144385735437,"(40.833422541343964, -73.94144385735437)",Noise,Very High
60992333,2024-04-27 16:45:52,Noise - Commercial,Loud Music/Party,27 ALLEN STREET,ALLEN STREET,40.71561106179875,-73.99222627559062,"(40.71561106179875, -73.99222627559062)",Noise,Very High
60995010,2024-04-27 16:33:06,Noise - Commercial,Loud Talking,210 AVENUE A,AVENUE A,40.72981933170484,-73.98077261697986,"(40.72981933170484, -73.98077261697986)",Noise,High
60995611,2024-04-27 16:29:12,Noise - Helicopter,Other,208 EAST   28 STREET,EAST   28 STREET,40.74180836717385,-73.98049489472714,"(40.74180836717385, -73.98049489472714)",Noise,Very High
60992520,2024-04-27 16:25:44,Noise - Street/Sidewalk,Loud Music/Party,WEST   48 STREET,WEST   48 STREET,40.75984192199021,-73.984175109585,"(40.75984192199021, -73.984175109585)",Noise,High
60994377,2024-04-27 14:52:56,Noise - Street/Sidewalk,Loud Talking,1380 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,40.84808934448149,-73.9346176478132,"(40.84808934448149, -73.9346176478132)",Noise,High
60991820,2024-04-27 14:49:39,Noise - Helicopter,Other,300 RECTOR PLACE,RECTOR PLACE,40.7090967335261,-74.01710412938712,"(40.7090967335261, -74.01710412938712)",Noise,Very High
60990302,2024-04-27 12:35:06,Noise - Vehicle,Car/Truck Horn,10 5 AVENUE,5 AVENUE,40.732414669162935,-73.99624385716795,"(40.732414669162935, -73.99624385716795)",Noise,High
60990303,2024-04-27 12:34:01,Noise - Vehicle,Car/Truck Horn,7 WORLD TRADE CENTER,WORLD TRADE CENTER,40.71322004182904,-74.01170886510467,"(40.71322004182904, -74.01170886510467)",Noise,High
60991265,2024-04-27 12:31:57,Noise - Vehicle,Car/Truck Horn,524 WEST   59 STREET,WEST   59 STREET,40.77078572075023,-73.9885120720818,"(40.77078572075023, -73.9885120720818)",Noise,High
60997183,2024-04-27 12:30:38,Noise - Street/Sidewalk,Loud Music/Party,30 EAST   30 STREET,EAST   30 STREET,40.74512463850905,-73.98453227710138,"(40.74512463850905, -73.98453227710138)",Noise,Very High
60997465,2024-04-27 12:17:08,Noise - Helicopter,Other,208 EAST   31 STREET,EAST   31 STREET,40.74361690157988,-73.97903640473619,"(40.74361690157988, -73.97903640473619)",Noise,High
60992531,2024-04-27 11:20:15,Noise - Street/Sidewalk,Loud Talking,2400 7 AVENUE,7 AVENUE,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)",Noise,Very High
60992502,2024-04-27 10:57:43,Noise - Street/Sidewalk,Loud Music/Party,1365 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,40.84777933601725,-73.9348709650853,"(40.84777933601725, -73.9348709650853)",Noise,Very High
60991821,2024-04-27 10:01:51,Noise - Helicopter,Other,300 RECTOR PLACE,RECTOR PLACE,40.7090967335261,-74.01710412938712,"(40.7090967335261, -74.01710412938712)",Noise,Very High
60992812,2024-04-27 09:18:00,Noise - Helicopter,Other,300 RECTOR PLACE,RECTOR PLACE,40.7090967335261,-74.01710412938712,"(40.7090967335261, -74.01710412938712)",Noise,Very High
60993499,2024-04-27 09:14:21,Noise - Street/Sidewalk,Loud Talking,2400 7 AVENUE,7 AVENUE,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)",Noise,Very High
60993947,2024-04-27 08:34:45,Commercial Disposal Complaint,Waste Disposal,366 WEST   23 STREET,WEST   23 STREET,40.74603144416038,-74.00025623501358,"(40.74603144416038, -74.00025623501358)",Garbage,High
60991353,2024-04-27 08:12:27,Noise - Commercial,Banging/Pounding,43 WEST   27 STREET,WEST   27 STREET,40.74485622336103,-73.98961364278482,"(40.74485622336103, -73.98961364278482)",Noise,Very High
60996085,2024-04-27 07:47:27,Noise - Commercial,Loud Music/Party,494 BROADWAY,BROADWAY,40.72210267979245,-73.99957790517526,"(40.72210267979245, -73.99957790517526)",Noise,Very High
60991376,2024-04-27 06:42:16,Noise - Commercial,Loud Music/Party,494 BROADWAY,BROADWAY,40.72210267979245,-73.99957790517526,"(40.72210267979245, -73.99957790517526)",Noise,Very High
60994346,2024-04-27 04:13:54,Noise - Street/Sidewalk,Loud Music/Party,101 STANTON STREET,STANTON STREET,40.721286859418704,-73.98797585611945,"(40.721286859418704, -73.98797585611945)",Noise,High
60993269,2024-04-27 04:10:57,Noise - Commercial,Loud Music/Party,311 WEST   57 STREET,WEST   57 STREET,40.76698913667887,-73.98350193653141,"(40.76698913667887, -73.98350193653141)",Noise,High
60990412,2024-04-27 03:50:30,Noise - Commercial,Loud Music/Party,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,40.8388111804014,-73.93767696356736,"(40.8388111804014, -73.93767696356736)",Noise,Very High
60990431,2024-04-27 03:48:55,Noise - Commercial,Loud Music/Party,45 EAST   28 STREET,EAST   28 STREET,40.7437825356785,-73.98513887080247,"(40.7437825356785, -73.98513887080247)",Noise,High
60991280,2024-04-27 03:28:27,Noise - Vehicle,Engine Idling,110 BARROW STREET,BARROW STREET,40.73185448671073,-74.00850086275602,"(40.73185448671073, -74.00850086275602)",Noise,High
60993502,2024-04-27 03:26:41,Noise - Street/Sidewalk,Loud Talking,2400 7 AVENUE,7 AVENUE,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)",Noise,Very High
60991377,2024-04-27 03:10:22,Noise - Commercial,Loud Music/Party,494 BROADWAY,BROADWAY,40.72210267979245,-73.99957790517526,"(40.72210267979245, -73.99957790517526)",Noise,Very High
60995136,2024-04-27 02:59:13,Noise - Commercial,Loud Music/Party,40 MARKET STREET,MARKET STREET,40.71241628420856,-73.99436567260881,"(40.71241628420856, -73.99436567260881)",Noise,High
60995146,2024-04-27 02:58:02,Noise - Commercial,Loud Music/Party,2164 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,40.80488630245875,-73.95501446978744,"(40.80488630245875, -73.95501446978744)",Noise,High
60990403,2024-04-27 02:48:14,Noise - Commercial,Banging/Pounding,3920 BROADWAY,BROADWAY,40.838536015095094,-73.94159475699887,"(40.838536015095094, -73.94159475699887)",Noise,High
60995121,2024-04-27 02:32:11,Noise - Commercial,Loud Music/Party,92 LUDLOW STREET,LUDLOW STREET,40.71839400517128,-73.98920651756731,"(40.718394005171284, -73.98920651756731)",Noise,High
60997194,2024-04-27 02:30:54,Noise - Street/Sidewalk,Loud Talking,2400 7 AVENUE,7 AVENUE,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)",Noise,Very High
60993306,2024-04-27 02:24:49,Noise - Commercial,Loud Music/Party,494 BROADWAY,BROADWAY,40.72210267979245,-73.99957790517526,"(40.72210267979245, -73.99957790517526)",Noise,Very High
60994199,2024-04-27 02:12:15,Noise - Commercial,Loud Music/Party,92 LUDLOW STREET,LUDLOW STREET,40.71839400517128,-73.98920651756731,"(40.718394005171284, -73.98920651756731)",Noise,High
60995147,2024-04-27 02:01:19,Noise - Commercial,Loud Music/Party,92 LUDLOW STREET,LUDLOW STREET,40.71839400517128,-73.98920651756731,"(40.718394005171284, -73.98920651756731)",Noise,High
60985132,2024-04-27 01:41:17,Noise - Street/Sidewalk,Loud Talking,107 ELDRIDGE STREET,ELDRIDGE STREET,40.71807035293164,-73.992020365249,"(40.71807035293164, -73.992020365249)",Noise,High
60981017,2024-04-27 01:34:06,Noise - Vehicle,Car/Truck Music,110 POST AVENUE,POST AVENUE,40.86439499522772,-73.92050891043958,"(40.86439499522772, -73.92050891043958)",Noise,High
60984675,2024-04-27 01:30:22,Noise - Vehicle,Car/Truck Music,110 POST AVENUE,POST AVENUE,40.86439499522772,-73.92050891043958,"(40.86439499522772, -73.92050891043958)",Noise,High
60988687,2024-04-27 01:26:39,Noise - Commercial,Loud Music/Party,92 LUDLOW STREET,LUDLOW STREET,40.71839400517128,-73.98920651756731,"(40.718394005171284, -73.98920651756731)",Noise,High
